sleeper_id,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id,search_rank,pandascore_id,metadata,full_name,age
3900,,Inactive,nfl,,,3900,,,FALSE,,0,Robinson,,,,,,,,,,0,18724,#NateRobinson-NFL-FA-0,robinson,Nate,,,,nate,,,,,naterobinson,,12079,,,,9999999,,,Nate Robinson,
3901,228,Inactive,nfl,RB,Penn State,3901,,,FALSE,RB,39,Johnson,"6'2""",,,,,,,,30031,0,18725,#BrandonJohnson-NFL-FA-39,johnson,Brandon,,,1993-04-02,brandon,,,,,brandonjohnson,,,,,,9999999,,,Brandon Johnson,25
3902,229,Inactive,nfl,LS,Houston,3902,,11681,TRUE,LS,48,Frese,"6'2""",,,,,,,c6194bc4-ed96-4214-ab05-e16e5e5154ce,30032,2,18726,#NolanFrese-NFL-FA-48,frese,Nolan,,2575574,1992-07-29,nolan,,,,,nolanfrese,,,,,,9999999,,,Nolan Frese,26
3903,174,Inactive,nfl,DB,Alcorn State,3903,,11605,FALSE,CB,26,Gatewood,"6'0""",,,,,,,0a506089-c6c1-4179-b407-a71578eca775,30033,0,18729,#WarrenGatewood-NFL-FA-26,gatewood,Warren,,2988562,1994-03-30,warren,,,,,warrengatewood,,,,,,9999999,,,Warren Gatewood,24
3904,317,Inactive,nfl,DL,Purdue,3904,,11603,FALSE,NT,60,Howard,"6'4""",,,,,,,,30034,0,18730,#RaZahnHoward-NFL-FA-60,howard,Ra'Zahn,,2969052,1994-08-08,razahn,,,,,razahnhoward,NT,,3,,,9999999,,,Ra'Zahn Howard,24
3905,240,Inactive,nfl,TE,Tulsa,3905,,11606,FALSE,TE,49,Dixon,"6'2""",,,,,,,,30035,0,18731,#MandelDixon-NFL-FA-49,dixon,Mandel,,,1993-04-21,mandel,,,,,mandeldixon,,,,,824442,9999999,,,Mandel Dixon,25
3906,,Inactive,nfl,,,3906,,,FALSE,,0,Schneider,,,,,,,,,,0,18732,#JohnSchneider-NFL-FA-0,schneider,John,,,,john,,,,,johnschneider,,9520,,,,9999999,,,John Schneider,
3907,317,Inactive,nfl,OL,Tennessee,3907,,11607,FALSE,OT,60,Kerbyson,"6'4""",,,,,,,31836178-f327-4cce-b739-7feb3a5d3300,30036,0,18733,#KylerKerbyson-NFL-FA-60,kerbyson,Kyler,,,,kyler,,,,,kylerkerbyson,,,,,,9999999,,,Kyler Kerbyson,
3908,260,Inactive,nfl,TE,Seattle University,3908,,11609,TRUE,TE,46,Wallace,"6'6""",,,,,,,5c7196a1-f1bc-4ff7-9f2c-be1e7e24895f,30037,3,18734,#EricWallace-NFL-FA-46,wallace,Eric,,2326150,1988-12-13,eric,,,,,ericwallace,,,,,398069,9999999,,,Eric Wallace,30
3909,192,Active,nfl,K,Penn State,3909,,11610,TRUE,K,9,Ficken,"6'1""",,,,,Valparaiso (IN),NYJ,f61e6429-3f9b-478c-8697-e00fe813ce9c,30038,5,18735,#SamFicken-NFL-NYJ-9,ficken,Sam,,2582139,1992-12-14,sam,1.6098E+12,00-0033138,,,samficken,PK,12088,2,,609487,409,,,Sam Ficken,28
3910,,Inactive,nfl,,,3910,,,FALSE,,0,Carroll,,,,,,,,,,0,18736,#PeteCarroll-NFL-FA-0,carroll,Pete,,,,pete,1.54586E+12,,,,petecarroll,,8362,,,,9999999,,,Pete Carroll,
3911,200,Inactive,nfl,WR,"Calgary, Canada",3911,,11602,FALSE,WR,13,Simonise,"6'5""",,,,,,,,30040,0,18737,#RashaunSimonise-NFL-FA-13,simonise,Rashaun,,4036547,1995-05-31,rashaun,,,,,rashaunsimonise,LWR,,4,,925022,9999999,,,Rashaun Simonise,23
3912,242,Inactive,nfl,LB,Sacramento State,3912,,11613,TRUE,ILB,44,Sankey,"6'1""",,,,,,,935189f4-3934-4206-a64e-c5b92f3d9c43,30039,4,18738,#DarnellSankey-NFL-FA-44,sankey,Darnell,,2986701,1994-10-11,darnell,1.53264E+12,00-0033140,,,darnellsankey,,,,,,9999999,,,Darnell Sankey,25
3913,311,Inactive,nfl,OL,Ohio State,3913,,11614,FALSE,G,60,Hale,"6'4""",,,,,,,,30041,0,18739,#JoelHale-NFL-FA-60,hale,Joel,,,1992-06-08,joel,,,,,joelhale,LG,,3,,,9999999,,,Joel Hale,26
3914,178,Inactive,nfl,WR,Gardner-Webb,3914,,6951,FALSE,WR,14,Collins,"6'2""",,,,,,,37fb24c7-3205-4276-bbaf-b854033ff6be,9668,1,18740,#DobsonCollins-NFL-FA-14,collins,Dobson,,12913,1987-07-12,dobson,,,,,dobsoncollins,,,,,297660,9999999,,,Dobson Collins,31
3915,245,Inactive,nfl,DL,Nebraska,3915,,,FALSE,DE,95,Gangwish,"6'2""",,,,,,,,30042,0,18741,#JackGangwish-NFL-FA-95,gangwish,Jack,,2576345,1993-01-06,jack,,,,,jackgangwish,RDE,,3,,,9999999,,,Jack Gangwish,25
3916,215,Inactive,nfl,WR,Hampton,3916,,11653,TRUE,WR,14,Watford,"6'2""",,,,,,,0f151d7d-c87e-4260-b5ab-f2596aa1ab06,30044,3,18743,#DavidWatford-NFL-FA-14,watford,David,,2577807,1993-06-16,david,,,,,davidwatford,,,,,596437,9999999,,,David Watford,26
3917,198,Inactive,nfl,WR,Utah,3917,,11611,TRUE,WR,15,Thompson,"6'2""",,,,,,,eb0f2570-335f-48a7-85ea-9a061af084d2,30045,4,18744,#KendalThompson-NFL-FA-15,thompson,Kendal,,2577473,1992-05-14,kendal,1.54398E+12,00-0033143,,,kendalthompson,,,,,591964,9999999,,,Kendal Thompson,28
3918,206,Inactive,nfl,WR,Virginia,3918,,11612,FALSE,WR,6,Thorpe,"5'11""",,,,,,,,30046,0,18745,#TJThorpe-NFL-FA-6,thorpe,TJ,,2577114,1993-05-26,tj,,,,,tjthorpe,RWR,,4,,592504,9999999,,,TJ Thorpe,25
3919,,Inactive,nfl,,,3919,,,FALSE,,0,Zimmer,,,,,,,,,,0,18746,#MikeZimmer-NFL-FA-0,zimmer,Mike,,,,mike,1.57809E+12,,,,mikezimmer,,9294,,,501148,9999999,,,Mike Zimmer,
3920,185,Inactive,nfl,WR,Lindenwood,3920,,11617,TRUE,WR,2,Binford,"6'0""",,,,,,,7073ea74-7a02-4273-9b7e-b70247e72f73,30047,1,18747,#HarveyBinford-NFL-FA-2,binford,Harvey,,4037285,1991-01-20,harvey,,,,,harveybinford,,,,,837458,9999999,,,Harvey Binford,27
3921,245,Inactive,nfl,TE,Grand Rapids CC,3921,,11619,TRUE,TE,85,Truesdell,"6'5""",,,,,,,2ff2d430-6c3e-4f1f-8883-3c019052166f,30048,4,18748,#NickTruesdell-NFL-FA-85,truesdell,Nick,,2309428,1990-03-14,nick,1.56573E+12, 00-0033149,,,nicktruesdell,,,,,448251,9999999,,,Nick Truesdell,30
3922,192,Inactive,nfl,WR,Elizabeth City State,3922,,11620,FALSE,WR,83,Hunter,"5'11""",,,,,,,,30049,0,18749,#MontarioHunter-NFL-FA-83,hunter,Montario,,2973769,1991-11-23,montario,,,,,montariohunter,,,,,845001,9999999,,,Montario Hunter,26
3923,190,Inactive,nfl,WR,SE Oklahoma,3923,,11623,FALSE,WR,17,Okafor,"6'3""",,,,,,,,30050,0,18751,#FrankyOkafor-NFL-FA-17,okafor,Franky,,4038380,1993-07-28,franky,,,,,frankyokafor,,,,,930622,9999999,,,Franky Okafor,25
3924,260,Inactive,nfl,TE,Missouri,3924,,11621,FALSE,TE,85,Echard,"6'5""",,,,,,,,30052,0,18753,#ClaytonEchard-NFL-FA-85,echard,Clayton,,2971428,1993-04-29,clayton,,,,,claytonechard,TE,,7,,,9999999,,,Clayton Echard,25
3925,192,Inactive,nfl,DB,Houston,3925,,11626,TRUE,FS,39,Hightower,"6'2""",,,,,,,2ac6848d-1482-4a1b-b4ee-886ccaef270d,30053,3,18754,#LeeHightower-NFL-FA-39,hightower,Lee,,2573308,1993-07-28,lee,,,,,leehightower,,,,,,9999999,,,Lee Hightower,26
3926,277,Inactive,nfl,OL,Oregon,3926,,11635,FALSE,OT,61,Pierson,"6'5""",,,,,,,,30068,0,18755,#MattPierson-NFL-FA-61,pierson,Matt,,2576982,1993-02-24,matt,,,,,mattpierson,,,,,,9999999,,,Matt Pierson,25
3927,190,Inactive,nfl,DB,Georgia Tech,3927,,11630,FALSE,SS,42,Golden,"5'11""",,,,,,,,30054,0,18756,#JamalGolden-NFL-FA-42,golden,Jamal,,,1993-03-04,jamal,,,,,jamalgolden,,,,,,9999999,,,Jamal Golden,25
3928,292,Inactive,nfl,OL,Iowa,3928,,11629,FALSE,OT,79,Walsh,"6'2""",,,,,,,,30055,0,18757,#JordanWalsh-NFL-FA-79,walsh,Jordan,,,1992-12-11,jordan,,,,,jordanwalsh,RT,,3,,,9999999,,,Jordan Walsh,25
3929,191,Inactive,nfl,RB,Kutztown,3929,,11636,FALSE,RB,36,Williams,"5'8""",,,,,,,,30056,0,18758,#TerryWilliams-NFL-FA-36,williams,Terry,,4040172,,terry,,,,,terrywilliams,,,,,942653,9999999,,,Terry Williams,
3930,183,Inactive,nfl,DB,TCU,3930,,,FALSE,CB,38,White,"5'9""",,,,,,,,28833,1,18760,#KevinWhite-NFL-FA-38,white,Kevin,,,1992-07-15,kevin,,,,,kevinwhite,,,,,,9999999,,,Kevin White,25
3931,306,Active,nfl,OL,Akron,3931,,11634,TRUE,OL,76,Williams,"6'3""",,,,,John Adams (OH),SF,f1bce91f-ba57-4015-b74e-dee3df872c98,30058,5,18761,#IsaiahWilliams-NFL-SF-76,williams,Isaiah,,2574302,1993-05-05,isaiah,1.52705E+12,00-0033161,,,isaiahwilliams,,,,,,9999999,,,Isaiah Williams,27
3932,292,Inactive,nfl,OL,Wingate,3932,,11639,FALSE,G,67,Gibson,"6'5""",,,,,,,,30059,0,18762,#MathuGibson-NFL-FA-67,gibson,Mathu,,,1993-08-06,mathu,,,,,mathugibson,LG,,3,,,9999999,,,Mathu Gibson,25
3933,179,Inactive,nfl,DB,Charleston Southern,3933,,11643,FALSE,CB,48,Jackson,"5'11""",,,,,,,,30060,0,18763,#MalcolmJackson-NFL-FA-48,jackson,Malcolm,,2977211,1994-02-04,malcolm,,,,,malcolmjackson,,,,,,9999999,,,Malcolm Jackson,24
3934,205,Active,nfl,RB,Jacksonville State,3934,,11642,TRUE,RB,35,Pope,"5'9""",,,,,Anniston (AL),LAC,5a9401fc-e43e-43e8-9e63-dadecb12491b,30061,4,18764,#TroymainePope-NFL-LAC-35,pope,Troymaine,,2983319,1993-11-26,troymaine,1.60842E+12,00-0033164,,,troymainepope,,12111,,,700813,1110,,,Troymaine Pope,27
3935,194,Inactive,nfl,WR,Cincinnati,3935,,11651,FALSE,WR,3,Chisum,"6'3""",,,,,,,,30062,0,18766,#AlexChisum-NFL-FA-3,chisum,Alex,,,,alex,,,,,alexchisum,,,,,606535,9999999,,,Alex Chisum,
3936,255,Inactive,nfl,DL,Mount Union,3936,,11658,FALSE,DE,78,Lally,"6'1""",,,,,,,,30066,0,18769,#TomLally-NFL-FA-78,lally,Tom,,3084893,1993-10-02,tom,,,,,tomlally,,,,,,9999999,,,Tom Lally,24
3937,250,Inactive,nfl,LS,Purdue,3937,,11655,TRUE,LS,46,Schmitt,"6'2""",,,,,,,5fc7a4c8-da5b-43d1-be2e-c62c37090bfc,30064,1,18770,#JesseSchmitt-NFL-FA-46,schmitt,Jesse,,2511678,1992-08-25,jesse,,,,,jesseschmitt,,,,,,9999999,,,Jesse Schmitt,26
3938,275,Inactive,nfl,DL,Stillman,3938,,11650,TRUE,DT,91,Carlis,"6'4""",,,,,,,2fc3686b-73e3-4e4d-9c5f-f5f93e10171a,30067,1,18771,#ZamirCarlis-NFL-FA-91,carlis,Zamir,,,1990-03-14,zamir,,,,,zamircarlis,,,,,,9999999,,,Zamir Carlis,28
3939,293,Inactive,nfl,DL,Bowling Green,3939,,11660,FALSE,DT,77,Colvin,"6'3""",,,,,,,,30069,0,18772,#ZachColvin-NFL-FA-77,colvin,Zach,,,1993-01-23,zach,,,,,zachcolvin,RDT,,3,,,9999999,,,Zach Colvin,25
3940,200,Inactive,nfl,RB,San Diego State,3940,,11662,FALSE,RB,35,Price,"5'8""",,,,,,,,30070,0,18773,#ChasePrice-NFL-FA-35,price,Chase,,,1993-06-24,chase,,,,,chaseprice,,,,,609629,9999999,,,Chase Price,25
3941,306,Inactive,nfl,DL,Wake Forest,3941,,11661,TRUE,DT,64,Harris,"6'2""",,,,,,,5484dc71-1d33-466c-a107-d506502d60d3,30071,3,18774,#TylorHarris-NFL-FA-64,harris,Tylor,,2970130,1994-02-16,tylor,,,,,tylorharris,,,,,,9999999,,,Tylor Harris,25
3942,310,Inactive,nfl,OL,Northern Michigan,3942,,11668,FALSE,C,77,Steuck,"6'2""",,,,,,,15340efd-f855-46db-9782-a5c7f8a35aac,30072,0,18775,#KyleSteuck-NFL-FA-77,steuck,Kyle,,,1992-07-13,kyle,,,,,kylesteuck,,,,,,9999999,,,Kyle Steuck,26
3943,282,Inactive,nfl,OL,Virginia Tech,3943,,11670,FALSE,OT,69,Hansen,"6'5""",,,,,,,,30073,0,18776,#WadeHansen-NFL-FA-69,hansen,Wade,,,1993-09-08,wade,,,,,wadehansen,LT,,3,,,9999999,,,Wade Hansen,24
3944,311,Inactive,nfl,DL,Pittsburgh,3944,,11671,FALSE,DT,0,Mosley-Smith,"6'0""",,,,,,,,30074,0,18777,#KhayninMosleySmith-NFL-FA-0,mosleysmith,Khaynin,,,1991-07-18,khaynin,,,,,khayninmosleysmith,,,,,,9999999,,,Khaynin Mosley-Smith,27
3945,205,Inactive,nfl,WR,Missouri,3945,,11667,FALSE,WR,6,White,"6'3""",,,,,,,,30075,0,18778,#DariusWhite-NFL-FA-6,white,Darius,,2512186,,darius,,,,,dariuswhite,,,,,555865,9999999,,,Darius White,
3946,295,Inactive,nfl,DL,Cortland State,3946,,11669,TRUE,DE,61,Ceresna,"6'5""",,,,,,,10f3023b-d446-4e46-991b-4d2cc9aa0f60,30076,4,18779,#JakeCeresna-NFL-FA-61,ceresna,Jake,,4043720,1995-07-21,jake,1.5464E+12, 00-0033176,,,jakeceresna,,,,,,9999999,,,Jake Ceresna,25
3947,,Inactive,nfl,,,3947,,,FALSE,,0,Arians,,,,,,,,,,0,18780,#BruceArians-NFL-FA-0,arians,Bruce,,,,bruce,1.54699E+12,,,,brucearians,,8336,,,,9999999,,,Bruce Arians,
3948,225,Inactive,nfl,WR,Delaware,3948,,11674,FALSE,WR,0,Opoku,"6'4""",,,,,,,,30077,0,18781,#AndrewOpoku-NFL-FA-0,opoku,Andrew,,2513048,1990-11-11,andrew,,,,,andrewopoku,,,,,541395,9999999,,,Andrew Opoku,27
3949,,Inactive,nfl,,None,3949,,,FALSE,,0,Ross,,,,,,,,,,0,18782,#AlexRoss-NFL-FA-0,ross,Alex,,2565757,,alex,,,,,alexross,,,,,,9999999,,,Alex Ross,
3950,205,Inactive,nfl,DB,Globe Tech,3950,,11676,TRUE,SS,43,Powell,"6'2""",,,,,,,2f7dcf00-b651-4747-8acd-9419ed61138e,30078,3,18783,#JoePowell-NFL-FA-43,powell,Joe,,4006388,1994-02-25,joe,,,,,joepowell,,,,,,9999999,,,Joe Powell,25
3951,198,Inactive,nfl,WR,Wyoming,3951,,11678,FALSE,WR,8,Berger,"6'2""",,,,,,,,30079,0,18784,#JustinBerger-NFL-FA-8,berger,Justin,,,1991-11-22,justin,,,,,justinberger,,,,,,9999999,,,Justin Berger,26
3952,,Inactive,nfl,,None,3952,,,FALSE,,0,Palmer,,,,,,,,,,0,18785,#CPalmer-NFL-FA-0,palmer,C,,4049304,,c,,,,,cpalmer,,,,,,9999999,,,C Palmer,
3953,212,Inactive,nfl,QB,West Georgia,3953,,11679,FALSE,QB,9,Trainor,"6'2""",,,,,,,,30080,0,18786,#AustinTrainor-NFL-FA-9,trainor,Austin,,,,austin,,,,,austintrainor,,,,,515272,9999999,,,Austin Trainor,
3954,263,Inactive,nfl,DL,Shippensburg,3954,,11680,TRUE,DE,96,Metz,"6'6""",,,,,,,13a40c20-1b11-4e14-bd0f-5414f997b4b2,30081,3,18787,#JakeMetz-NFL-FA-96,metz,Jake,,3089089,1991-03-16,jake,,,,,jakemetz,,,,,,9999999,,,Jake Metz,28
3955,,Inactive,nfl,,None,3955,,,FALSE,,0,Colquitt,,,,,,,,,,0,18788,#DColquitt-NFL-FA-0,colquitt,D,,4051631,,d,,,,,dcolquitt,,,,,,9999999,,,D Colquitt,
3956,200,Inactive,nfl,,None,3956,,,FALSE,,8,Fisher Jr,"5'11""",,,,,,,,,0,18789,#KelvinFisherJr-NFL-FA-8,fisherjr,Kelvin,,2574518,,kelvin,,,,,kelvinfisherjr,,,,,,9999999,,,Kelvin Fisher Jr,
3957,208,Inactive,nfl,QB,Alabama,3957,,10181,TRUE,QB,25,Sims,"6'0""",,,,,,,40d0e8a7-ca2f-4ea3-8122-948ac7737453,30082,3,18790,#BlakeSims-NFL-FA-25,sims,Blake,,2515957,1992-01-03,blake,,,,,blakesims,,,,,557175,9999999,,,Blake Sims,27
3958,257,Inactive,nfl,DL,Oklahoma State,3958,,10903,TRUE,DE,63,Bean,"6'4""",,,,,,,65d78e5d-188c-4914-ba00-ebe4d7da893d,30083,3,18791,#JimmyBean-NFL-FA-63,bean,Jimmy,,2577505,1993-11-08,jimmy,,,,,jimmybean,,,,,,9999999,,,Jimmy Bean,25
3959,,Inactive,nfl,,,3959,,,FALSE,,0,Roman,,,,,,,,,,0,18792,#GregRoman-NFL-FA-0,roman,Greg,,,,greg,1.54722E+12,,,,gregroman,,9275,,,,9999999,,,Greg Roman,
3960,,Inactive,nfl,,,3960,,,FALSE,,0,O'Brien,,,,,,,,,,0,18793,#BillOBrien-NFL-FA-0,obrien,Bill,,,,bill,1.5827E+12,,,,billobrien,,9277,,,,9999999,,,Bill O'Brien,
3961,,Inactive,nfl,,,3961,,,FALSE,,0,Trestman,,,,,,,,,,0,18794,#MarcTrestman-NFL-FA-0,trestman,Marc,,,,marc,,,,,marctrestman,,8340,,,,9999999,,,Marc Trestman,
3962,,Inactive,nfl,,,3962,,,FALSE,,0,Kubiak,,,,,,,,,,0,18795,#GaryKubiak-NFL-FA-0,kubiak,Gary,,,,gary,1.5798E+12,,,,garykubiak,,8347,,,,9999999,,,Gary Kubiak,
3963,,Inactive,nfl,,,3963,,,FALSE,,0,Khan,,,,,,,,,,0,18797,#ShahidKhan-NFL-FA-0,khan,Shahid,,,,shahid,,,,,shahidkhan,,9455,,,,9999999,,,Shahid Khan,
3964,305,Inactive,nfl,OL,Columbia,3964,,,FALSE,OT,63,Player,"6'5""",,,,,,,,,2,18798,#DuplicatePlayer-NFL-FA-63,player,Duplicate,,,1989-09-06,duplicate,,,,,duplicateplayer,LT,,3,,,9999999,,,Duplicate Player,28
3965,,Inactive,nfl,,,3965,,,FALSE,,0,Olson,,,,,,,,,,0,18799,#GregOlson-NFL-FA-0,olson,Greg,,,,greg,,,,,gregolson,,9478,,,,9999999,,,Greg Olson,
3966,,Inactive,nfl,,,3966,,,FALSE,,0,Hackett,,,,,,,,,,0,18800,#NathanielHackett-NFL-FA-0,hackett,Nathaniel,,,,nathaniel,1.54751E+12,,,,nathanielhackett,,9474,,,,9999999,,,Nathaniel Hackett,
3967,,Inactive,nfl,,,3967,,,FALSE,,0,Phillips,,,,,,,,,,0,18801,#WadePhillips-NFL-FA-0,phillips,Wade,,,,wade,1.57834E+12,,,,wadephillips,,9303,,,,9999999,,,Wade Phillips,
3968,,Inactive,nfl,,,3968,,,FALSE,,0,Turner,,,,,,,,,,0,18802,#NorvTurner-NFL-FA-0,turner,Norv,,,,norv,,,,,norvturner,,9333,,,,9999999,,,Norv Turner,
3969,228,Active,nfl,RB,Louisiana State,3969,,11687,TRUE,RB,28,Fournette,"6'0""",,,,,St. Augustine (LA),TB,7f46a7be-286e-4bfe-8778-d03dbe600ce9,30117,4,18803,#LeonardFournette-NFL-TB-28,fournette,Leonard,,3115364,1995-01-18,leonard,1.61678E+12,00-0033856,,,leonardfournette,RB,12132,1,,822013,45,,{injury_override_regular_2020_5=Out},Leonard Fournette,26
3970,,Inactive,nfl,,,3970,,,FALSE,,0,Fox,,,,,,,,,,0,18804,#JohnFox-NFL-FA-0,fox,John,,,,john,,,,,johnfox,,8344,,,,9999999,,,John Fox,
3971,,Inactive,nfl,,,3971,,,FALSE,,0,Gailey,,,,,,,,,,0,18805,#ChanGailey-NFL-FA-0,gailey,Chan,,,,chan,1.57781E+12,,,,changailey,,10315,,,,9999999,,,Chan Gailey,
3972,,Inactive,nfl,,,3972,,,FALSE,,0,Bowles,,,,,,,,,,0,18806,#ToddBowles-NFL-FA-0,bowles,Todd,,,,todd,1.547E+12,,,,toddbowles,,8353,,,,9999999,,,Todd Bowles,
3973,272,Active,nfl,DL,Texas A&amp;M,3973,,11914,TRUE,DE,95,Garrett,"6'4""",,,,,Arlington Martin (TX),CLE,a85a0ba9-674c-4f37-a944-474fc6cdf557,30114,4,18807,#MylesGarrett-NFL-CLE-95,garrett,Myles,,3122132,1995-12-29,myles,1.61116E+12,00-0033868,,,mylesgarrett,LDE,12133,1,,,1111,,,Myles Garrett,25
3974,,Inactive,nfl,,,3974,,,FALSE,,0,Gruden,,,,,,,,,,0,18809,#JonGruden-NFL-FA-0,gruden,Jon,,,,jon,,,,,jongruden,,9270,,,,9999999,,,Jon Gruden,
3975,,Inactive,nfl,,,3975,,,FALSE,,0,Harbaugh,,,,,,,,,,0,18810,#JimHarbaugh-NFL-FA-0,harbaugh,Jim,,,,jim,,,,,jimharbaugh,,8361,,,,9999999,,,Jim Harbaugh,
3976,215,Active,nfl,QB,North Carolina,3976,,11709,TRUE,QB,10,Trubisky,"6'2""",,,,,Mentor (OH),BUF,7a1b8f1a-9024-4897-86b0-01c63e00305e,30115,4,18811,#MitchellTrubisky-NFL-BUF-10,trubisky,Mitchell,,3039707,1994-08-20,mitchell,1.6161E+12,00-0033869,,,mitchelltrubisky,QB,12135,2,,728169,243,,,Mitchell Trubisky,26
3977,,Inactive,nfl,,,3977,,,FALSE,,0,Shanahan,,,,,,,,,,0,18812,#KyleShanahan-NFL-FA-0,shanahan,Kyle,,,,kyle,,,,,kyleshanahan,,9317,,,,9999999,,,Kyle Shanahan,
3978,222,Inactive,nfl,QB,Tennessee-Chattanooga,3978,,11728,TRUE,QB,48,Huesman,"6'1""",,,,,,,00c179ec-833c-4588-8192-a89add825d7c,30085,3,18813,#JacobHuesman-NFL-FA-48,huesman,Jacob,,2567767,1993-02-27,jacob,,,,,jacobhuesman,,,,,610344,9999999,,,Jacob Huesman,26
3979,,Inactive,nfl,,,3979,,,FALSE,,0,Mornhinweg,,,,,,,,,,0,18814,#MartyMornhinweg-NFL-FA-0,mornhinweg,Marty,,,,marty,,,,,martymornhinweg,,9475,,,,9999999,,,Marty Mornhinweg,
3980,185,Inactive,nfl,P,Texas Southern,3980,,12424,TRUE,P,7,Carter,"5'10""",,,,,,,68969959-6910-49f3-b08a-05cabe34336e,30086,3,18815,#CoryCarter-NFL-FA-7,carter,Cory,,2996095,1994-03-05,cory,1.56685E+12,00-0033201,,,corycarter,,,,,,9999999,,,Cory Carter,26
3981,,Inactive,nfl,,,3981,,,FALSE,,0,Johnson,,,,,,,,,,0,18816,#PepperJohnson-NFL-FA-0,johnson,Pepper,,,,pepper,,,,,pepperjohnson,,10316,,,,9999999,,,Pepper Johnson,
3982,,Inactive,nfl,,,3982,,,FALSE,,0,McVay,,,,,,,,,,0,18817,#SeanMcVay-NFL-FA-0,mcvay,Sean,,,,sean,,,,,seanmcvay,,9332,,,,9999999,,,Sean McVay,
3983,,Inactive,nfl,,,3983,,,FALSE,,0,Toub,,,,,,,,,,0,18818,#DaveToub-NFL-FA-0,toub,Dave,,,,dave,,,,,davetoub,,12136,,,,9999999,,,Dave Toub,
3984,193,Inactive,nfl,P,Texas Tech,3984,,11731,TRUE,P,3,Symmank,"6'3""",,,,,,,9b20189d-fe96-4e68-9065-c2d1e3425bf0,30092,3,18819,#TaylorSymmank-NFL-FA-3,symmank,Taylor,,2983232,1992-10-02,taylor,,,,,taylorsymmank,,,,,,9999999,,,Taylor Symmank,26
3985,,Inactive,nfl,,,3985,,,FALSE,,0,Fangio,,,,,,,,,,0,18820,#VicFangio-NFL-FA-0,fangio,Vic,,,,vic,1.54706E+12,,,,vicfangio,,9495,,,,9999999,,,Vic Fangio,
3986,210,Inactive,nfl,DB,Emporia State,3986,,11704,TRUE,CB,29,Richards,"6'2""",,,,,,,6775c8ae-1966-43c6-a61a-147ea5d112ff,30093,3,18821,#JeffRichards-NFL-FA-29,richards,Jeff,,4084949,1991-01-03,jeff,1.54128E+12,00-0033187,,,jeffrichards,,,,,,9999999,,,Jeff Richards,29
3987,,Inactive,nfl,,,3987,,,FALSE,,0,Cable,,,,,,,,,,0,18822,#TomCable-NFL-FA-0,cable,Tom,,,,tom,,,,,tomcable,,9287,,,,9999999,,,Tom Cable,
3988,,Inactive,nfl,,,3988,,,FALSE,,0,Barry,,,,,,,,,,0,18823,#JoeBarry-NFL-FA-0,barry,Joe,,,,joe,,,,,joebarry,,10324,,,,9999999,,,Joe Barry,
3989,,Inactive,nfl,,,3989,,,FALSE,,0,Williams,,,,,,,,,,0,18826,#GreggWilliams-NFL-FA-0,williams,Gregg,,,,gregg,1.54758E+12,,,,greggwilliams,,8335,,,,9999999,,,Gregg Williams,
3990,225,Inactive,nfl,LB,Central Washington,3990,,11708,TRUE,ILB,99,Bighill,"5'9""",,,,,,,c8b91c2a-3a98-42ea-a295-35344979fdb9,30099,2,18827,#AdamBighill-NFL-FA-99,bighill,Adam,,2323439,1988-10-16,adam,1.52634E+12,00-0033185,,,adambighill,,12194,,,479086,9999999,,,Adam Bighill,31
3991,227,Inactive,nfl,LB,Marshall,3991,,11711,TRUE,OLB,54,Bazzie,"6'1""",,,,,,,a8e9bc1d-a8a8-4b93-b108-0f0f7fa04185,30100,2,18828,#AlexBazzie-NFL-FA-54,bazzie,Alex,,2470344,1990-08-05,alex,,00-0033188,,,alexbazzie,,12148,,,,9999999,,,Alex Bazzie,29
3992,,Inactive,nfl,,,3992,,,FALSE,,0,Caldwell,,,,,,,,,,0,18829,#DaveCaldwell-NFL-FA-0,caldwell,Dave,,,,dave,,,,,davecaldwell,,9502,,,,9999999,,,Dave Caldwell,
3993,,Inactive,nfl,,,3993,,,FALSE,,0,Hamilton,,,,,,,,,,0,18830,#PepHamilton-NFL-FA-0,hamilton,Pep,,,,pep,,,,,pephamilton,,9334,,,,9999999,,,Pep Hamilton,
3994,,Inactive,nfl,,,3994,,,FALSE,,0,Musgrave,,,,,,,,,,0,18831,#BillMusgrave-NFL-FA-0,musgrave,Bill,,,,bill,,,,,billmusgrave,,9346,,,,9999999,,,Bill Musgrave,
3995,,Inactive,nfl,,,3995,,,FALSE,,0,Downing,,,,,,,,,,0,18832,#ToddDowning-NFL-FA-0,downing,Todd,,,,todd,,,,,todddowning,,12152,,,,9999999,,,Todd Downing,
3996,,Inactive,nfl,,,3996,,,FALSE,,0,Burke,,,,,,,,,,0,18833,#MattBurke-NFL-FA-0,burke,Matt,,,,matt,,,,,mattburke,,12153,,,,9999999,,,Matt Burke,
